rule;description;status;date_added;date_removed;filename;projectname
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod.py;airflow
14;Docstrings should be defined;CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
16;"Sections of code should not be ""commented out""";CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
403;Too few arguments;CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
14;Docstrings should be defined;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
16;"Sections of code should not be ""commented out""";OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
57;Source files should have a sufficient density of comment lines;CLOSED;4-22-18;6-3-2018;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
58;Source files should not have any duplicated blocks;CLOSED;4-22-18;6-3-2018;airflow/airflow/contrib/kubernetes/pod_generator.py;airflow
14;Docstrings should be defined;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_launcher.py;airflow
40;Functions should not contain too many return statements;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_launcher.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_launcher.py;airflow
57;Source files should have a sufficient density of comment lines;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/pod_launcher.py;airflow
14;Docstrings should be defined;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/secret.py;airflow
36;A field should not duplicate the name of its containing class;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/secret.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-11-2018;;airflow/airflow/contrib/kubernetes/secret.py;airflow
14;Docstrings should be defined;OPEN;6-3-2018;;airflow/airflow/contrib/kubernetes/volume.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;6-3-2018;;airflow/airflow/contrib/kubernetes/volume.py;airflow
14;Docstrings should be defined;OPEN;6-3-2018;;airflow/airflow/contrib/kubernetes/volume_mount.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;6-3-2018;;airflow/airflow/contrib/kubernetes/volume_mount.py;airflow
58;Source files should not have any duplicated blocks;CLOSED;4-22-18;6-3-2018;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
14;Docstrings should be defined;OPEN;4-22-18;;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-22-18;;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;4-22-18;;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
57;Source files should have a sufficient density of comment lines;OPEN;4-22-18;;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
14;Docstrings should be defined;CLOSED;6-3-2018;9-9-2018;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
14;Docstrings should be defined;CLOSED;9-9-2018;1-6-2019;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
14;Docstrings should be defined;OPEN;1-6-2019;;airflow/airflow/contrib/kubernetes/worker_configuration.py;airflow
56;Lines should have sufficient coverage by tests;CLOSED;9-20-15;9-30-18;airflow/airflow/contrib/operators/__init__.py;airflow
14;Docstrings should be defined;OPEN;9-27-15;;airflow/airflow/contrib/operators/__init__.py;airflow
57;Source files should have a sufficient density of comment lines;CLOSED;1-24-16;6-18-16;airflow/airflow/contrib/operators/__init__.py;airflow
14;Docstrings should be defined;OPEN;11-11-2018;;airflow/airflow/contrib/operators/adls_list_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;11-11-2018;;airflow/airflow/contrib/operators/adls_list_operator.py;airflow
14;Docstrings should be defined;OPEN;12-2-2018;;airflow/airflow/contrib/operators/adls_to_gcs.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-2-2018;;airflow/airflow/contrib/operators/adls_to_gcs.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-2-2018;;airflow/airflow/contrib/operators/adls_to_gcs.py;airflow
14;Docstrings should be defined;OPEN;12-2-2018;;airflow/airflow/contrib/operators/aws_athena_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-2-2018;;airflow/airflow/contrib/operators/aws_athena_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-2-2018;;airflow/airflow/contrib/operators/aws_athena_operator.py;airflow
299;Too many arguments for logging format string;OPEN;12-2-2018;;airflow/airflow/contrib/operators/aws_athena_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;12-2-2017;9-9-2018;airflow/airflow/contrib/operators/awsbatch_operator.py;airflow
14;Docstrings should be defined;OPEN;12-2-2017;;airflow/airflow/contrib/operators/awsbatch_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-2-2017;;airflow/airflow/contrib/operators/awsbatch_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-9-2018;;airflow/airflow/contrib/operators/awsbatch_operator.py;airflow
14;Docstrings should be defined;OPEN;12-30-18;;airflow/airflow/contrib/operators/azure_container_instances_operator.py;airflow
29;Cognitive Complexity of functions should not be too high;OPEN;12-30-18;;airflow/airflow/contrib/operators/azure_container_instances_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-30-18;;airflow/airflow/contrib/operators/azure_container_instances_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-30-18;;airflow/airflow/contrib/operators/azure_container_instances_operator.py;airflow
14;Docstrings should be defined;OPEN;12-16-18;;airflow/airflow/contrib/operators/azure_cosmos_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-16-18;;airflow/airflow/contrib/operators/azure_cosmos_operator.py;airflow
50;Lines should not be too long;CLOSED;2-14-16;3-27-16;airflow/airflow/contrib/operators/bigquery_check_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;2-14-16;9-9-2018;airflow/airflow/contrib/operators/bigquery_check_operator.py;airflow
14;Docstrings should be defined;OPEN;2-14-16;;airflow/airflow/contrib/operators/bigquery_check_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-14-16;;airflow/airflow/contrib/operators/bigquery_check_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-9-2018;;airflow/airflow/contrib/operators/bigquery_check_operator.py;airflow
14;Docstrings should be defined;OPEN;2-11-2018;;airflow/airflow/contrib/operators/bigquery_get_data.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-11-2018;;airflow/airflow/contrib/operators/bigquery_get_data.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-11-2018;;airflow/airflow/contrib/operators/bigquery_get_data.py;airflow
50;Lines should not be too long;CLOSED;1-17-16;2-7-2016;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
14;Docstrings should be defined;OPEN;1-17-16;;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;1-17-16;;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-7-2016;;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
50;Lines should not be too long;CLOSED;3-11-2016;9-4-2016;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
58;Source files should not have any duplicated blocks;CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-11-2018;;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-30-18;;airflow/airflow/contrib/operators/bigquery_operator.py;airflow
14;Docstrings should be defined;OPEN;10-2-2016;;airflow/airflow/contrib/operators/bigquery_table_delete_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;10-2-2016;;airflow/airflow/contrib/operators/bigquery_table_delete_operator.py;airflow
50;Lines should not be too long;CLOSED;2-21-16;3-11-2016;airflow/airflow/contrib/operators/bigquery_to_bigquery.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;2-21-16;4-9-2017;airflow/airflow/contrib/operators/bigquery_to_bigquery.py;airflow
14;Docstrings should be defined;OPEN;2-21-16;;airflow/airflow/contrib/operators/bigquery_to_bigquery.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-21-16;;airflow/airflow/contrib/operators/bigquery_to_bigquery.py;airflow
50;Lines should not be too long;CLOSED;3-11-2016;9-4-2016;airflow/airflow/contrib/operators/bigquery_to_bigquery.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-9-2017;;airflow/airflow/contrib/operators/bigquery_to_bigquery.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;1-17-16;4-9-2017;airflow/airflow/contrib/operators/bigquery_to_gcs.py;airflow
14;Docstrings should be defined;OPEN;1-17-16;;airflow/airflow/contrib/operators/bigquery_to_gcs.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;1-17-16;;airflow/airflow/contrib/operators/bigquery_to_gcs.py;airflow
50;Lines should not be too long;CLOSED;3-11-2016;9-4-2016;airflow/airflow/contrib/operators/bigquery_to_gcs.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-9-2017;;airflow/airflow/contrib/operators/bigquery_to_gcs.py;airflow
14;Docstrings should be defined;OPEN;6-3-2018;;airflow/airflow/contrib/operators/cassandra_to_gcs.py;airflow
26;Two branches in a conditional structure should not have exactly the same implementation;OPEN;6-3-2018;;airflow/airflow/contrib/operators/cassandra_to_gcs.py;airflow
40;Functions should not contain too many return statements;OPEN;6-3-2018;;airflow/airflow/contrib/operators/cassandra_to_gcs.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;6-3-2018;;airflow/airflow/contrib/operators/cassandra_to_gcs.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;6-3-2018;;airflow/airflow/contrib/operators/cassandra_to_gcs.py;airflow
14;Docstrings should be defined;OPEN;4-9-2017;;airflow/airflow/contrib/operators/databricks_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-9-2017;;airflow/airflow/contrib/operators/databricks_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;4-9-2017;;airflow/airflow/contrib/operators/databricks_operator.py;airflow
40;Functions should not contain too many return statements;CLOSED;5-5-2017;9-9-2018;airflow/airflow/contrib/operators/databricks_operator.py;airflow
40;Functions should not contain too many return statements;OPEN;9-9-2018;;airflow/airflow/contrib/operators/databricks_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-9-2018;;airflow/airflow/contrib/operators/databricks_operator.py;airflow
14;Docstrings should be defined;OPEN;7-9-2016;;airflow/airflow/contrib/operators/dataflow_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;7-9-2016;;airflow/airflow/contrib/operators/dataflow_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;7-9-2016;;airflow/airflow/contrib/operators/dataflow_operator.py;airflow
14;Docstrings should be defined;CLOSED;1-29-17;9-9-2018;airflow/airflow/contrib/operators/dataflow_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;1-29-17;;airflow/airflow/contrib/operators/dataflow_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-11-2018;;airflow/airflow/contrib/operators/dataflow_operator.py;airflow
14;Docstrings should be defined;OPEN;6-5-2016;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;6-5-2016;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;6-5-2016;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;1-22-17;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
299;Too many arguments for logging format string;OPEN;12-10-2017;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
403;Too few arguments;CLOSED;2-11-2018;9-9-2018;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
14;Docstrings should be defined;OPEN;2-11-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
47;Files should not have too many lines of code;OPEN;2-11-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
50;Lines should not be too long;OPEN;2-11-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
40;Functions should not contain too many return statements;CLOSED;6-3-2018;9-9-2018;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;6-3-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
20;Functions should not be too complex;OPEN;6-10-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
29;Cognitive Complexity of functions should not be too high;OPEN;6-10-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
40;Functions should not contain too many return statements;OPEN;9-9-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
403;Too few arguments;OPEN;9-9-2018;;airflow/airflow/contrib/operators/dataproc_operator.py;airflow
394;Undefined variable;CLOSED;9-9-2017;6-3-2018;airflow/airflow/contrib/operators/datastore_export_operator.py;airflow
14;Docstrings should be defined;OPEN;9-9-2017;;airflow/airflow/contrib/operators/datastore_export_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-9-2017;;airflow/airflow/contrib/operators/datastore_export_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;9-9-2017;;airflow/airflow/contrib/operators/datastore_export_operator.py;airflow
394;Undefined variable;CLOSED;9-9-2017;6-3-2018;airflow/airflow/contrib/operators/datastore_import_operator.py;airflow
14;Docstrings should be defined;OPEN;9-9-2017;;airflow/airflow/contrib/operators/datastore_import_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-9-2017;;airflow/airflow/contrib/operators/datastore_import_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;9-9-2017;;airflow/airflow/contrib/operators/datastore_import_operator.py;airflow
14;Docstrings should be defined;OPEN;4-22-18;;airflow/airflow/contrib/operators/discord_webhook_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-22-18;;airflow/airflow/contrib/operators/discord_webhook_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;4-22-18;;airflow/airflow/contrib/operators/discord_webhook_operator.py;airflow
14;Docstrings should be defined;OPEN;9-9-2017;;airflow/airflow/contrib/operators/druid_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;9-9-2017;;airflow/airflow/contrib/operators/druid_operator.py;airflow
50;Lines should not be too long;CLOSED;12-1-2016;4-9-2017;airflow/airflow/contrib/operators/ecs_operator.py;airflow
276;Access of nonexistent member;CLOSED;12-1-2016;5-5-2017;airflow/airflow/contrib/operators/ecs_operator.py;airflow
57;Source files should have a sufficient density of comment lines;CLOSED;12-1-2016;4-22-18;airflow/airflow/contrib/operators/ecs_operator.py;airflow
14;Docstrings should be defined;OPEN;12-1-2016;;airflow/airflow/contrib/operators/ecs_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-1-2016;;airflow/airflow/contrib/operators/ecs_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;6-3-2018;;airflow/airflow/contrib/operators/ecs_operator.py;airflow
14;Docstrings should be defined;OPEN;7-2-2016;;airflow/airflow/contrib/operators/emr_add_steps_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;7-2-2016;;airflow/airflow/contrib/operators/emr_add_steps_operator.py;airflow
14;Docstrings should be defined;OPEN;7-2-2016;;airflow/airflow/contrib/operators/emr_create_job_flow_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;7-2-2016;;airflow/airflow/contrib/operators/emr_create_job_flow_operator.py;airflow
14;Docstrings should be defined;OPEN;7-2-2016;;airflow/airflow/contrib/operators/emr_terminate_job_flow_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;7-2-2016;;airflow/airflow/contrib/operators/emr_terminate_job_flow_operator.py;airflow
14;Docstrings should be defined;OPEN;5-21-16;;airflow/airflow/contrib/operators/file_to_gcs.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;5-21-16;;airflow/airflow/contrib/operators/file_to_gcs.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;5-21-16;;airflow/airflow/contrib/operators/file_to_gcs.py;airflow
14;Docstrings should be defined;OPEN;4-9-2017;;airflow/airflow/contrib/operators/file_to_wasb.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-9-2017;;airflow/airflow/contrib/operators/file_to_wasb.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;4-9-2017;;airflow/airflow/contrib/operators/file_to_wasb.py;airflow
14;Docstrings should be defined;OPEN;1-6-2019;;airflow/airflow/contrib/operators/gcp_bigtable_operator.py;airflow
40;Functions should not contain too many return statements;OPEN;1-6-2019;;airflow/airflow/contrib/operators/gcp_bigtable_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;1-6-2019;;airflow/airflow/contrib/operators/gcp_bigtable_operator.py;airflow
50;Lines should not be too long;OPEN;1-6-2019;;airflow/airflow/contrib/operators/gcp_bigtable_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;1-6-2019;;airflow/airflow/contrib/operators/gcp_bigtable_operator.py;airflow
14;Docstrings should be defined;OPEN;10-13-18;;airflow/airflow/contrib/operators/gcp_compute_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;10-13-18;;airflow/airflow/contrib/operators/gcp_compute_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;10-13-18;;airflow/airflow/contrib/operators/gcp_compute_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-2-2018;;airflow/airflow/contrib/operators/gcp_compute_operator.py;airflow
14;Docstrings should be defined;CLOSED;6-16-18;9-9-2018;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
50;Lines should not be too long;CLOSED;6-16-18;2-10-2019;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
14;Docstrings should be defined;OPEN;6-16-18;;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
26;Two branches in a conditional structure should not have exactly the same implementation;OPEN;6-16-18;;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;6-16-18;;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
50;Lines should not be too long;OPEN;6-16-18;;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;6-16-18;;airflow/airflow/contrib/operators/gcp_container_operator.py;airflow
29;Cognitive Complexity of functions should not be too high;CLOSED;9-30-18;10-13-18;airflow/airflow/contrib/operators/gcp_function_operator.py;airflow
14;Docstrings should be defined;OPEN;9-30-18;;airflow/airflow/contrib/operators/gcp_function_operator.py;airflow
41;"Collapsible ""if"" statements should be merged";OPEN;9-30-18;;airflow/airflow/contrib/operators/gcp_function_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-30-18;;airflow/airflow/contrib/operators/gcp_function_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;9-30-18;;airflow/airflow/contrib/operators/gcp_function_operator.py;airflow
14;Docstrings should be defined;OPEN;12-16-18;;airflow/airflow/contrib/operators/gcp_spanner_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-16-18;;airflow/airflow/contrib/operators/gcp_spanner_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-16-18;;airflow/airflow/contrib/operators/gcp_spanner_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-23-18;;airflow/airflow/contrib/operators/gcp_spanner_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;1-6-2019;;airflow/airflow/contrib/operators/gcp_spanner_operator.py;airflow
14;Docstrings should be defined;OPEN;11-11-2018;;airflow/airflow/contrib/operators/gcp_sql_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;11-11-2018;;airflow/airflow/contrib/operators/gcp_sql_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;11-11-2018;;airflow/airflow/contrib/operators/gcp_sql_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-2-2018;;airflow/airflow/contrib/operators/gcp_sql_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-16-18;;airflow/airflow/contrib/operators/gcp_sql_operator.py;airflow
14;Docstrings should be defined;OPEN;12-2-2018;;airflow/airflow/contrib/operators/gcs_acl_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;12-2-2018;;airflow/airflow/contrib/operators/gcs_acl_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;12-2-2018;;airflow/airflow/contrib/operators/gcs_acl_operator.py;airflow
57;Source files should have a sufficient density of comment lines;CLOSED;1-17-16;2-7-2016;airflow/airflow/contrib/operators/gcs_download_operator.py;airflow
14;Docstrings should be defined;OPEN;1-17-16;;airflow/airflow/contrib/operators/gcs_download_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;1-17-16;;airflow/airflow/contrib/operators/gcs_download_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;2-7-2016;4-9-2017;airflow/airflow/contrib/operators/gcs_download_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-9-2017;;airflow/airflow/contrib/operators/gcs_download_operator.py;airflow
14;Docstrings should be defined;OPEN;2-11-2018;;airflow/airflow/contrib/operators/gcs_list_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-11-2018;;airflow/airflow/contrib/operators/gcs_list_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-11-2018;;airflow/airflow/contrib/operators/gcs_list_operator.py;airflow
14;Docstrings should be defined;OPEN;2-25-18;;airflow/airflow/contrib/operators/gcs_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-25-18;;airflow/airflow/contrib/operators/gcs_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-25-18;;airflow/airflow/contrib/operators/gcs_operator.py;airflow
50;Lines should not be too long;CLOSED;2-28-16;3-11-2016;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
50;Lines should not be too long;CLOSED;2-28-16;10-23-16;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
46;Functions, methods and lambdas should not have too many parameters;CLOSED;2-28-16;2-11-2018;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
14;Docstrings should be defined;OPEN;2-28-16;;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-28-16;;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
50;Lines should not be too long;CLOSED;3-11-2016;1-22-17;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
50;Lines should not be too long;CLOSED;10-23-16;1-22-17;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
58;Source files should not have any duplicated blocks;CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-11-2018;;airflow/airflow/contrib/operators/gcs_to_bq.py;airflow
14;Docstrings should be defined;OPEN;11-26-17;;airflow/airflow/contrib/operators/gcs_to_gcs.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;11-26-17;;airflow/airflow/contrib/operators/gcs_to_gcs.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;11-26-17;;airflow/airflow/contrib/operators/gcs_to_gcs.py;airflow
369;Too many arguments for format string;CLOSED;3-11-2018;4-22-18;airflow/airflow/contrib/operators/gcs_to_gcs.py;airflow
29;Cognitive Complexity of functions should not be too high;OPEN;10-21-18;;airflow/airflow/contrib/operators/gcs_to_gcs.py;airflow
45;Nested blocks of code should not be left empty;OPEN;10-21-18;;airflow/airflow/contrib/operators/gcs_to_gcs.py;airflow
14;Docstrings should be defined;OPEN;1-13-19;;airflow/airflow/contrib/operators/gcs_to_gcs_transfer_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;1-13-19;;airflow/airflow/contrib/operators/gcs_to_gcs_transfer_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;1-13-19;;airflow/airflow/contrib/operators/gcs_to_gcs_transfer_operator.py;airflow
14;Docstrings should be defined;OPEN;4-22-18;;airflow/airflow/contrib/operators/gcs_to_s3.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;4-22-18;;airflow/airflow/contrib/operators/gcs_to_s3.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;4-22-18;;airflow/airflow/contrib/operators/gcs_to_s3.py;airflow
276;Access of nonexistent member;CLOSED;4-10-2016;11-5-2016;airflow/airflow/contrib/operators/hipchat_operator.py;airflow
276;Access of nonexistent member;CLOSED;4-10-2016;9-9-2018;airflow/airflow/contrib/operators/hipchat_operator.py;airflow
14;Docstrings should be defined;OPEN;4-10-2016;;airflow/airflow/contrib/operators/hipchat_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;4-10-2016;;airflow/airflow/contrib/operators/hipchat_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-9-2018;;airflow/airflow/contrib/operators/hipchat_operator.py;airflow
14;Docstrings should be defined;OPEN;9-30-17;;airflow/airflow/contrib/operators/hive_to_dynamodb.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;9-30-17;;airflow/airflow/contrib/operators/hive_to_dynamodb.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;9-30-17;;airflow/airflow/contrib/operators/hive_to_dynamodb.py;airflow
14;Docstrings should be defined;OPEN;2-2-2019;;airflow/airflow/contrib/operators/imap_attachment_to_s3_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-2-2019;;airflow/airflow/contrib/operators/imap_attachment_to_s3_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;2-2-2019;;airflow/airflow/contrib/operators/imap_attachment_to_s3_operator.py;airflow
14;Docstrings should be defined;OPEN;3-3-2018;;airflow/airflow/contrib/operators/jenkins_job_trigger_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;3-3-2018;;airflow/airflow/contrib/operators/jenkins_job_trigger_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;3-3-2018;;airflow/airflow/contrib/operators/jenkins_job_trigger_operator.py;airflow
14;Docstrings should be defined;OPEN;1-22-17;;airflow/airflow/contrib/operators/jira_operator.py;airflow
46;Functions, methods and lambdas should not have too many parameters;OPEN;1-22-17;;airflow/airflow/contrib/operators/jira_operator.py;airflow
56;Lines should have sufficient coverage by tests;OPEN;1-22-17;;airflow/airflow/contrib/operators/jira_operator.py;airflow
14;Docstrings should be defined;CLOSED;2-11-2018;6-3-2018;airflow/airflow/contrib/operators/kubernetes_pod_operator.py;airflow
